@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute outputs-1 {0,1,2}

@data
144,'2018/07/07 11:53:32:728',12,0.108582,-0.373887,0.073683,-0.205431,-0.182833,-0.39415,-0.487207,0.324151,-0.405443,-0.475465,-0.120449,-0.029744,-0.088714,-0.17633,-0.170617,-0.010303,?
145,'2018/07/07 11:53:32:983',12,0.260992,-0.057454,-0.172286,-0.210649,0.224968,-0.010018,0.016615,-0.342917,-0.116468,-0.062709,-0.024099,-0.142934,-0.102513,0.011715,0.041559,0.19404,?
146,'2018/07/07 11:53:33:237',12,1.994226,-1.623647,1.472672,-0.849611,0.004656,1.34936,-0.435194,0.414065,0.932346,1.167009,0.652292,-0.142947,0.449606,-0.017083,-0.286756,-0.458609,?
147,'2018/07/07 11:53:33:492',12,1.167009,2.326847,-2.559597,0.063628,-1.455108,-0.388037,-0.293792,-0.525754,-0.644246,-0.559916,-0.428966,0.345966,0.134393,-0.174921,0.058305,0.784293,?
148,'2018/07/07 11:53:33:746',12,-0.126968,0.114438,-0.082382,0.044454,-0.015234,0.002908,-0.005799,0.01437,-0.017153,0.007071,0.015212,-0.04219,0.063548,-0.070822,0.060495,-0.034697,?
149,'2018/07/07 11:53:34:000',12,1.866397,0.220467,-0.013391,0.443632,-0.258328,-0.167791,0.457828,0.348863,-0.642975,-0.671,0.234063,0.399029,-0.245708,-0.54224,0.274318,0.550203,?
150,'2018/07/07 11:53:34:253',12,0.149954,-0.167565,0.058425,-0.10365,-0.218611,0.242466,0.026324,0.065493,0.135544,-0.148364,-0.050319,0.117063,0.07892,0.047176,-0.28125,-0.075848,?
151,'2018/07/07 11:53:34:507',12,-0.763571,-0.033202,-0.032436,-0.838823,0.318697,0.301331,-0.229442,0.019323,0.076174,0.302055,0.164915,0.052192,-0.166198,0.118105,0.235807,-0.008726,?
152,'2018/07/07 11:53:34:760',12,0.106237,-0.418001,0.129189,0.156703,-0.322332,0.229259,-0.161527,0.174257,0.162997,-0.226146,0.002724,-0.068354,-0.02963,-0.012836,0.073174,-0.195314,?
153,'2018/07/07 11:53:35:015',12,1.160076,-0.161929,-0.093233,0.085213,0.19868,-0.12791,-0.069362,-0.114266,0.397319,0.325046,-0.631028,0.093058,0.410908,-0.247351,-0.055782,0.051807,?
154,'2018/07/07 11:53:35:268',12,0.576137,-0.001512,-0.162774,0.078666,-0.250206,0.293845,-0.269014,-0.093449,0.38692,-0.11932,0.173869,-0.062306,0.09951,-0.067836,-0.025728,0.224198,?
155,'2018/07/07 11:53:35:522',12,-0.045706,-0.150016,0.028372,0.104647,0.124136,-0.101653,-0.204078,0.376639,0.105887,-0.043511,-0.238254,0.050109,0.136659,0.09496,-0.073684,-0.274083,?
156,'2018/07/07 11:53:35:777',12,-0.290258,0.002186,0.01337,-0.347483,0.094788,-0.069234,-0.35778,-0.107151,0.141549,-0.259857,0.049346,-0.046915,-0.167008,0.092663,-0.030207,-0.020341,?
157,'2018/07/07 11:53:36:032',12,0.555227,-0.482641,-0.16418,-0.099255,-0.257312,-0.192074,0.295294,-0.416151,-0.100965,0.25005,-0.362245,0.101312,0.121825,-0.053162,-0.01897,0.150563,?
158,'2018/07/07 11:53:36:286',12,-0.094925,0.232178,0.056281,0.045683,0.564888,0.094234,0.248296,0.106139,0.017764,-0.190505,-0.433326,-0.183179,-0.134958,-0.094229,-0.187904,-0.053067,?
159,'2018/07/07 11:53:36:540',12,-2.988894,-0.737065,-0.195371,-1.269055,-0.289877,-0.203653,-0.213782,0.352708,0.305183,0.087712,1.040691,0.426849,-0.043044,0.375686,0.253323,0.049682,?
160,'2018/07/07 11:55:52:569',13,-1.13404,-0.047123,0.540695,0.079538,-0.618248,-1.538881,-0.354329,0.963896,0.202962,-0.068491,-0.234178,0.994626,0.557212,-0.690473,-0.484748,-0.496104,?
161,'2018/07/07 11:55:52:823',13,2.489193,1.579779,0.421799,0.64666,-0.485695,-0.252071,-0.789912,-0.594934,0.545476,0.293008,0.584514,0.384584,0.030947,-0.675897,-0.270063,0.198698,?
162,'2018/07/07 11:55:53:078',13,-1.085041,-0.598954,0.240403,1.085086,0.703403,-1.280981,-0.62966,0.053091,0.376869,-0.080117,0.219961,0.791605,0.569768,-0.385395,-0.605474,-0.411126,?
163,'2018/07/07 11:55:53:333',13,0.637596,1.195021,0.964455,0.256095,0.422929,0.21814,-0.684433,-0.788863,0.551264,0.723692,0.594305,0.016599,-0.654256,-0.399124,0.186166,0.301692,?
164,'2018/07/07 11:55:53:588',13,1.321455,0.251793,0.101508,-0.275058,-0.682257,-0.614187,-0.230901,0.438885,0.458358,0.274972,-0.371394,-0.62951,-0.338561,-0.031105,0.560125,0.254817,?
165,'2018/07/07 11:55:53:843',13,0.623138,0.410015,0.085015,-0.486487,0.694603,0.876018,0.652611,0.53977,0.579718,0.23449,0.551764,-0.912173,-0.366365,0.447748,-0.245183,-0.577329,?
166,'2018/07/07 11:55:54:095',13,0.473652,-0.123612,-0.563929,0.651486,-0.045097,0.17447,1.705132,0.601833,-0.348807,0.059115,0.326293,0.36562,-0.241957,-0.624151,-0.254189,-0.003903,?
167,'2018/07/07 11:55:54:349',13,-0.46315,-0.255312,-0.02653,0.228458,-0.419369,-0.530498,-1.073703,-0.854902,-0.253807,1.044378,0.931379,-0.076674,-0.712943,-0.535251,-0.36896,0.009946,?
168,'2018/07/07 11:55:54:603',13,0.609181,0.273897,0.147279,0.169091,-0.789326,-1.499586,-0.581658,0.584255,-0.312703,-0.575838,-0.115762,0.405996,0.284275,0.163725,0.024466,-0.318649,?
169,'2018/07/07 11:55:54:858',13,-1.221201,-1.040916,0.200638,0.659291,-0.177685,-0.799363,-0.01916,0.79644,-0.101229,-0.186617,-0.068209,-0.152819,-0.630412,-0.037035,0.496671,0.422142,?
170,'2018/07/07 11:55:55:113',13,0.169997,0.345956,0.187093,-0.166922,-0.633934,-0.266466,0.525286,1.069679,0.851011,0.395008,0.87698,0.315528,-0.059799,-0.255275,-0.335158,0.149569,?
171,'2018/07/07 11:55:55:368',13,1.171662,0.524202,1.074965,1.681646,0.279466,-0.243989,1.460307,1.343215,0.04144,0.097464,0.064395,-1.128626,-1.027845,-0.425665,0.114555,0.229126,?
172,'2018/07/07 11:55:55:623',13,0.070124,-0.0226,-0.094801,0.220957,-0.293113,0.280447,-0.197497,0.091273,-0.012144,-0.012833,-0.010759,0.055017,-0.089695,0.097894,-0.079358,0.04339,?
173,'2018/07/07 11:55:55:878',13,0.148044,-0.455793,-0.849428,0.936146,0.878671,0.850729,0.760682,-0.124894,-1.740337,-0.979362,0.458946,0.424351,-0.594646,-0.537155,-0.23004,0.058574,?
174,'2018/07/07 11:55:56:133',13,-1.076942,-0.992043,0.700845,1.08627,0.44661,0.693457,0.711037,0.507354,0.998206,0.665848,0.387687,0.190796,-0.272141,-0.088746,0.376876,0.023304,?
175,'2018/07/07 11:55:56:386',13,0.240101,-0.535596,-1.364962,-1.38289,-0.982366,0.043613,0.25631,-0.029221,-0.325985,-0.317289,0.54918,0.062483,-0.208615,-0.459784,-0.345395,-0.166241,?
176,'2018/07/07 11:55:56:641',13,-0.170134,0.74302,0.025982,-0.113129,-0.147041,-0.048971,0.231068,-0.581569,-1.070087,-0.347978,0.531498,0.184175,-0.089815,0.042292,0.208719,0.027732,?
177,'2018/07/07 11:55:56:893',13,-0.036883,0.034835,-0.028873,0.019522,-0.007611,-0.005805,0.019532,-0.032341,0.043075,-0.050749,0.054637,-0.054329,0.049776,-0.041288,0.029512,-0.015373,?
178,'2018/07/07 11:55:57:144',13,-0.689758,0.537318,0.812241,0.592851,1.448836,1.299176,1.032876,-0.146472,0.457103,0.742518,0.342284,-0.213833,0.315808,-0.018462,-0.388696,-0.366083,?
179,'2018/07/07 11:55:57:399',13,0.050467,0.245043,0.972235,0.470807,0.054049,-0.075099,-0.018338,-1.322833,-1.510523,-0.157404,-0.135253,0.787347,0.151556,0.393522,-0.139274,-0.444113,?
180,'2018/07/07 11:55:57:653',13,-0.868626,0.295986,1.652228,0.976871,-0.033831,-0.74807,-0.46237,-0.000892,0.115522,0.726723,0.814193,0.144062,-0.064527,0.126718,-0.47938,-0.394006,?
181,'2018/07/07 11:55:57:907',13,0.460819,-0.183256,-0.129447,0.162025,0.013295,0.030203,0.370648,0.141363,0.182099,0.237751,0.182505,0.46163,0.138126,-0.274302,-0.113496,-0.171072,?
182,'2018/07/07 11:55:58:159',13,1.693877,1.958267,1.017227,0.549977,1.113413,0.399764,-0.553129,-0.067007,-0.348302,0.115253,1.268042,0.238353,-0.147853,0.352371,-0.276552,-0.14655,?
183,'2018/07/07 11:56:38:790',14,1.011124,0.16546,0.323211,0.546273,-0.334699,0.048307,0.52405,0.494479,-0.030249,0.10822,-0.087884,-0.699848,-0.633572,-0.428791,-0.280288,-0.246863,?
184,'2018/07/07 11:56:39:043',14,0.061535,-0.563039,-0.880098,-0.182172,0.456298,-0.269654,-0.562508,-0.562297,0.247262,0.876763,-0.338853,-0.228713,0.620777,0.262089,0.056624,-0.150972,?
185,'2018/07/07 11:56:39:296',14,0.378815,0.099881,0.238224,-0.224292,-0.237317,0.05039,-0.180525,-0.031687,-0.081031,-0.096578,-0.212971,0.010502,-0.104833,-0.071505,0.042822,0.066829,?
186,'2018/07/07 11:56:39:549',14,-0.130608,-0.009767,0.594276,0.189069,-0.325706,-0.299191,-0.069149,0.476496,0.41126,0.171014,-0.047554,-0.141794,0.043773,0.09748,-0.182895,0.049674,?
187,'2018/07/07 11:56:39:800',14,-3.600634,-0.347154,-0.309279,0.487654,0.870043,0.02324,0.576765,0.01741,0.044444,-0.69929,0.153657,-0.407656,0.553779,-0.104673,-0.390718,0.041528,?
188,'2018/07/07 11:56:40:056',14,0.954138,-0.948602,-0.425063,-0.996552,-0.748292,0.370669,0.370741,-0.292196,-0.976704,0.372245,-0.787349,-0.279536,0.644348,0.853525,-0.443326,0.054699,?
189,'2018/07/07 11:56:40:311',14,-0.280613,0.237824,-0.016992,0.103137,0.261984,-0.244856,0.028312,-0.151402,0.378769,0.034371,-0.052561,0.001372,-0.176957,0.122178,-0.031934,0.040976,?
190,'2018/07/07 11:56:40:566',14,1.091004,0.512131,0.212156,0.280693,0.472053,0.298949,1.268809,0.753894,0.704348,0.52044,0.614353,0.710799,0.127717,0.245413,0.011628,0.070707,?
191,'2018/07/07 11:56:40:821',14,1.700418,-0.503163,-0.458082,-0.34349,-0.463379,0.434285,0.205489,-0.005772,-0.508993,-0.349971,-0.445944,0.63228,0.232571,-0.072558,-0.050526,-0.363503,?
192,'2018/07/07 11:56:41:077',14,-1.236893,-1.016139,0.52117,-0.343035,-0.268097,0.436777,0.058206,0.105106,-0.912274,-0.346832,0.37656,0.428836,0.088351,0.104477,0.099535,0.001356,?
193,'2018/07/07 11:56:41:331',14,0.935419,0.254565,0.233426,1.025519,-0.057918,-0.253589,0.451308,-0.087591,-0.092728,-0.008662,-0.055471,-0.3585,-0.242255,0.14293,0.10571,-0.261413,?
194,'2018/07/07 11:56:41:587',14,-1.645777,-0.045107,-0.724764,-0.324166,0.338818,-0.095001,0.103404,-1.083791,-0.912431,-0.554419,-0.114949,0.008239,0.273204,-0.164614,-0.09982,-0.030802,?
195,'2018/07/07 11:56:41:837',14,-1.011047,-0.590307,0.748468,1.0969,0.420557,0.253262,0.933172,0.402706,-0.673752,-0.175007,-0.150751,-0.166609,0.63437,0.542452,-0.412674,-0.044537,?
196,'2018/07/07 11:56:42:091',14,5.220271,0.489917,-2.184137,1.419602,0.54428,-1.303112,1.514497,1.513379,0.639105,1.107739,0.27884,-0.306633,0.141681,0.39124,0.094087,1.187228,?
197,'2018/07/07 11:56:42:344',14,0.986732,-0.061257,-0.240829,0.717045,-0.104492,0.052187,-0.13837,0.40955,0.349532,-0.409755,0.767751,-0.056187,0.034537,0.044446,-0.097908,0.096193,?
198,'2018/07/07 11:56:42:598',14,-0.014824,0.134074,0.633686,0.106841,-0.189026,0.51361,0.135785,0.286874,0.098654,0.05173,0.283803,0.151976,-0.255738,0.481788,0.00683,-0.289731,?
199,'2018/07/07 11:56:42:853',14,1.813375,0.24919,-0.050939,0.836845,0.978768,0.587111,0.397321,-0.274672,0.721534,0.385117,0.452992,-0.091194,-0.045524,0.172559,-0.222509,0.064481,?
200,'2018/07/07 11:56:43:107',14,-0.554366,-0.324132,-0.28137,0.150678,-0.182868,-0.048711,0.808295,0.693693,0.189791,-0.338667,-0.372722,0.410104,0.520723,0.12314,-0.051011,-0.247696,?
201,'2018/07/07 11:56:43:360',14,-0.04814,0.394789,0.249881,-0.083584,-0.148495,-0.04202,0.365617,0.226807,0.041702,0.058838,0.055476,0.175863,0.18264,0.02178,-0.024887,-0.150286,?
202,'2018/07/07 11:56:43:613',14,-0.415598,0.126045,0.307586,-0.200188,-0.012659,-0.217585,0.259701,0.212253,-0.043174,0.058548,-0.428969,0.289932,-0.00969,0.105179,-0.087119,-0.265957,?
203,'2018/07/07 11:56:43:867',14,0.007986,-0.231042,0.08765,-0.164344,0.011797,0.397214,-0.12514,-0.300131,-0.381521,0.104653,0.285629,0.464169,-0.404695,-0.560304,0.382921,0.269693,?
204,'2018/07/07 11:56:44:121',14,0.348803,0.371868,-0.812362,-0.568187,0.77576,0.19961,-0.449863,-0.099315,0.027653,0.121357,0.121599,-0.199702,-0.099108,0.120396,-0.15563,0.305565,?
205,'2018/07/07 11:56:44:375',14,0.040052,0.161775,-0.182086,-0.061946,0.204009,-0.047516,0.068854,0.132626,-0.152136,0.101476,0.129948,-0.117053,-0.094429,-0.044961,0.02691,-0.014656,?
206,'2018/07/07 11:56:44:630',14,-0.22612,0.13378,0.057063,0.00287,0.10107,0.062932,0.094745,-0.100698,-0.172576,0.11129,0.192535,0.001161,-0.241269,-0.005063,0.04154,0.060014,?
207,'2018/07/07 11:56:44:886',14,-0.464895,0.140419,-0.050026,0.117925,0.016906,-0.218054,0.206107,-0.014844,0.099727,-0.066138,0.043363,-0.047667,0.128775,-0.040658,-0.031757,-0.028389,?
208,'2018/07/07 11:56:45:140',14,0.136053,-0.089266,0.418483,-0.158138,-0.048459,0.0331,0.176201,-0.082216,-0.078715,0.208356,0.183369,0.069251,-0.274444,0.052848,-0.017879,0.165359,?
209,'2018/07/07 12:16:06:724',15,3.074394,2.085357,1.194514,0.729148,1.457707,1.381148,1.793264,1.028298,1.22663,0.743222,1.191413,1.429206,1.377114,0.351362,0.966925,0.557525,?
210,'2018/07/07 12:16:06:875',15,2.463093,1.117252,1.099893,1.128022,1.318126,1.040203,1.607307,0.708477,0.712179,1.211536,0.657853,0.67643,0.611951,0.564765,1.141509,0.992598,?
211,'2018/07/07 12:16:07:072',15,2.225275,0.954908,1.244165,1.471236,1.78101,1.871236,1.228479,0.940856,0.942636,0.821672,0.675562,1.031033,1.109263,1.033463,1.457706,1.051032,?
212,'2018/07/07 12:16:07:235',15,1.208597,0.663179,1.356862,1.293112,1.198151,1.478318,0.846081,0.980622,0.898769,0.81015,0.888409,1.809747,1.061888,0.842192,1.442378,1.452005,?
213,'2018/07/07 12:16:07:397',15,2.964426,1.352095,0.998097,1.104541,1.137836,0.627209,0.885228,1.635865,1.155657,0.675196,0.532659,0.928581,0.878343,0.686393,1.173977,1.079731,?
214,'2018/07/07 12:16:07:560',15,2.9632,1.274952,1.283108,0.881383,1.528681,0.990142,1.603425,1.390761,0.87322,0.581342,1.085244,1.36926,1.104622,0.568508,1.032586,1.161122,?
215,'2018/07/07 12:16:07:722',15,2.091377,1.253673,1.303746,1.393464,1.112784,0.881139,1.588794,0.861858,1.030263,0.73079,0.76454,0.702624,1.159298,0.806071,0.965522,0.808356,?
216,'2018/07/07 12:16:07:885',15,1.603481,0.893881,1.400537,1.360664,0.679992,1.077567,1.650468,1.084713,1.048364,0.718255,0.506581,1.143357,0.812388,0.840039,1.534322,1.077618,?
217,'2018/07/07 12:16:08:047',15,2.477558,0.950833,1.137718,1.370523,1.046237,0.685552,0.810609,0.609043,0.608773,0.936095,1.16569,0.668584,0.695145,0.538628,0.73628,1.298731,?
218,'2018/07/07 12:16:08:198',15,1.742435,1.257714,1.303872,0.830244,0.882083,1.043623,0.857463,1.151772,0.562264,0.985263,0.996497,0.770186,0.616203,0.380135,1.269872,0.6907,?
219,'2018/07/07 12:16:08:349',15,1.955542,1.545923,0.84098,0.672594,1.089294,0.956536,0.729626,1.33769,1.182771,0.738514,0.870241,0.639277,0.786618,0.496889,1.3601,1.813291,?
220,'2018/07/07 12:16:08:489',15,1.410986,0.53209,0.896733,1.097013,1.090132,1.08542,1.213686,0.83229,0.633739,0.901034,0.801791,0.883563,0.419559,0.63476,1.056954,0.969872,?
221,'2018/07/07 12:16:08:640',15,1.791885,0.817817,1.232115,0.640141,0.845505,0.623451,1.177868,1.232873,0.721196,1.167895,0.642121,0.518047,0.686258,0.475663,1.363813,0.865739,?
222,'2018/07/07 12:16:08:814',15,2.233677,1.219676,0.919957,1.770802,1.760201,1.170616,1.230276,1.46024,1.164156,0.830956,0.503194,0.869302,1.105766,0.60743,1.893623,1.77079,?
223,'2018/07/07 12:16:08:965',15,1.783241,1.429947,1.388658,1.657416,1.219827,0.964054,0.693447,1.00451,0.842211,0.666964,0.591943,0.340549,0.511182,0.366085,0.653053,0.690877,?
224,'2018/07/07 12:16:09:128',15,2.233328,1.563571,1.196174,0.820702,0.861,0.812139,1.060443,1.232189,1.084476,0.911787,0.678457,0.623832,0.407074,0.504835,1.030579,1.166652,?
225,'2018/07/07 12:16:09:278',15,1.427168,1.194944,1.981254,1.544881,0.982856,1.28795,1.390734,0.859438,1.43863,0.708723,0.718609,0.959769,0.529524,0.602736,0.920562,1.034712,?
226,'2018/07/07 12:16:09:429',15,0.944817,1.055804,1.322259,0.930791,1.035599,0.826843,0.900297,1.013112,0.858824,1.103516,0.846874,0.717127,0.628405,0.627439,0.48912,0.842447,?
227,'2018/07/07 12:16:09:592',15,1.026415,0.974874,1.293898,1.444821,0.824336,0.540641,0.661676,0.951234,0.692951,1.226297,0.565483,0.502232,0.597286,0.474168,0.821765,0.926337,?
228,'2018/07/07 12:16:09:732',15,1.118193,1.242556,1.826191,1.675327,0.901943,0.993083,1.115148,0.621271,1.072739,1.748635,1.000609,1.097444,0.544437,0.42378,0.945773,0.837634,?
229,'2018/07/07 12:16:09:907',15,2.296835,0.915177,1.054202,1.445212,1.107597,0.721476,1.218452,0.802986,1.233065,0.776231,0.977433,1.223773,0.514548,0.634078,0.695884,0.812011,?
230,'2018/07/07 12:16:10:068',15,1.563612,0.657327,1.333888,2.209649,1.148604,1.519167,1.294947,1.090639,1.09349,1.058016,0.663696,0.727512,0.390355,0.702372,0.979031,0.739908,?
231,'2018/07/07 12:16:10:230',15,1.660032,1.243976,1.042216,1.614289,1.515297,0.860848,0.644956,0.7632,0.650261,0.76914,0.751506,0.698513,0.710172,0.818341,0.842743,0.633639,?
232,'2018/07/07 12:16:10:370',15,1.111246,0.821738,1.477499,0.942773,0.808532,1.785777,1.242306,1.033319,0.823912,0.832686,0.516037,0.680771,0.436973,0.983611,1.125237,1.054389,?
233,'2018/07/07 12:16:10:532',15,1.68795,1.422877,0.480605,1.425069,2.285568,1.249105,0.859272,1.265801,1.761961,0.499708,0.645574,0.887862,0.590214,0.740836,1.349078,1.234444,?
234,'2018/07/07 12:16:10:671',15,1.601749,1.191327,0.588578,0.861257,1.214222,1.019865,0.811027,0.956989,1.328106,0.515823,0.696788,0.667416,0.593112,0.43712,0.923774,0.705797,?
235,'2018/07/07 12:16:10:822',15,1.764635,1.197955,1.05074,0.86876,0.873035,0.521226,1.234612,0.709524,0.715439,1.036226,0.586864,0.949554,0.845641,0.578791,1.026988,0.883324,?
236,'2018/07/07 12:16:10:974',15,1.899406,0.716688,1.312144,1.206481,1.217725,0.805993,1.156619,0.837545,0.82757,0.572293,0.859725,0.621077,0.857368,0.530186,0.761574,1.053737,?
237,'2018/07/07 12:16:11:140',15,2.494322,1.602582,1.748687,1.423761,1.250686,2.090028,1.331575,1.914577,2.270383,1.113073,0.739149,0.499309,0.457347,0.872134,1.371961,0.883305,?
238,'2018/07/07 12:16:11:300',15,1.740679,0.898867,1.358507,1.469795,1.112472,1.105935,1.006027,0.945956,1.03937,0.985303,0.682154,0.795379,0.625844,0.752574,1.356796,0.936593,?
239,'2018/07/07 12:16:11:462',15,1.691881,1.931419,1.556283,0.682085,1.199553,0.780846,0.753431,0.712204,0.898633,0.809921,0.986529,1.009558,0.640565,0.766671,1.026894,0.97879,?
240,'2018/07/07 12:16:11:635',15,2.338682,0.961693,0.977645,1.389186,1.119565,0.86918,1.533803,1.176364,0.856759,0.712393,0.891119,0.829681,0.67906,0.668003,1.567036,1.36633,?
241,'2018/07/07 12:16:11:774',15,2.384596,1.426615,0.919858,1.423068,0.934396,1.355197,1.092654,0.949006,0.910168,1.174535,0.952912,0.658232,0.801721,0.721793,0.786286,0.677212,?
242,'2018/07/07 12:16:11:925',15,1.868042,0.950069,1.293286,1.416586,1.711826,1.164643,1.103445,1.186882,2.99315,1.177424,0.795978,1.176951,0.826967,0.512842,0.971075,0.986006,?
243,'2018/07/07 12:16:12:076',15,1.584564,1.136034,0.800142,0.834676,1.835972,1.689155,1.283811,1.165388,0.691428,0.666566,0.775915,0.592575,0.550508,0.526748,0.890616,0.694736,?
244,'2018/07/07 12:16:12:239',15,1.844166,0.932559,0.911857,1.191552,1.064312,1.296467,0.72065,1.231025,1.269611,1.308955,0.999709,1.137834,0.518777,0.874931,0.949993,1.055709,?
245,'2018/07/07 12:16:12:390',15,1.521955,1.033463,1.130876,1.800691,1.716614,1.346606,0.733881,0.903479,1.417814,1.584277,0.621238,0.699879,0.790218,0.778164,1.393085,0.848903,?
246,'2018/07/07 12:16:12:564',15,1.855997,1.064512,1.407269,1.151963,1.188749,1.1598,1.101223,1.350569,1.120942,0.751485,1.006856,0.641163,0.649169,0.740308,1.027248,1.503782,?
247,'2018/07/07 12:16:12:703',15,0.973408,1.203946,0.739073,1.087629,1.022864,1.518517,0.955999,0.641092,1.22142,1.021418,0.981547,0.963567,0.787875,0.666868,1.184491,0.747055,?
248,'2018/07/07 12:16:12:866',15,1.359077,0.628255,1.505698,1.823573,1.31355,1.053891,0.801961,1.085586,1.019235,0.9297,0.459196,0.999277,0.975077,0.594813,0.72342,1.414147,?
249,'2018/07/07 12:16:13:017',15,1.626368,1.144779,1.0292,1.079589,1.35633,1.433138,0.932607,0.536403,1.018881,0.681105,1.209844,1.575299,0.723261,0.68488,0.829802,0.937653,?
250,'2018/07/07 12:16:13:168',15,2.05044,1.040356,1.733408,1.298041,0.71202,1.001554,0.650688,1.356862,1.220902,0.7664,0.789244,0.501791,0.793958,0.915524,1.048413,0.676398,?
251,'2018/07/07 12:16:13:318',15,1.117065,1.782872,1.585876,1.273298,0.940752,1.21274,1.026834,0.995695,1.299349,0.902997,0.823784,1.371069,0.554058,0.543651,0.841638,0.483139,?
252,'2018/07/07 12:16:13:481',15,1.316576,0.683807,1.172749,1.159727,0.920298,1.171998,1.540795,0.705284,0.650038,0.572611,0.668596,0.782215,0.746234,0.552968,0.888363,0.807809,?
253,'2018/07/07 12:16:13:644',15,2.07819,0.803764,1.239875,1.218667,1.088765,0.967724,1.00448,1.523427,1.05204,1.200642,0.992734,0.860137,0.785645,0.531909,1.18877,1.058686,?
254,'2018/07/07 12:16:13:796',15,1.638538,0.880168,0.821274,1.387611,1.340281,1.314797,1.086132,0.946236,1.251689,1.060509,0.665843,0.700936,0.545757,1.066701,1.346781,1.078457,?
255,'2018/07/07 12:16:13:968',15,17.255444,4.267801,2.374701,2.817936,3.370351,1.269757,0.775521,1.274408,1.69069,1.222076,0.579968,0.942812,0.580982,0.642992,1.104366,1.160437,?
256,'2018/07/07 12:16:31:801',16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
257,'2018/07/07 12:16:31:952',16,16.11375,4.571644,0.951886,3.593442,0.580407,1.177855,0.500495,1.584312,1.213916,0.448431,0.485574,0.798633,0.781917,0.736019,0.971655,0.416502,?
258,'2018/07/07 12:16:32:104',16,2.325893,1.163293,0.745018,0.73599,0.719134,0.73761,1.118626,0.39943,0.693045,0.615899,0.504362,0.404601,0.578852,0.436729,0.485981,0.861327,?
259,'2018/07/07 12:16:32:243',16,1.428535,0.940856,0.571465,0.854774,0.765179,0.576586,0.474281,0.505095,0.384831,0.772084,0.450696,0.337888,0.340986,0.320347,0.473948,0.883061,?
260,'2018/07/07 12:16:32:405',16,1.263004,0.600076,0.561023,0.679434,0.426937,0.505904,0.800093,0.509752,0.531746,0.399354,0.734072,0.361341,0.336089,0.559943,0.440883,0.735166,?
261,'2018/07/07 12:16:32:557',16,0.470167,0.706897,0.692515,0.796354,1.025059,0.332155,0.550768,0.473242,0.920856,0.3657,0.723193,0.437531,0.358761,0.357772,0.560839,0.775955,?
262,'2018/07/07 12:16:32:730',16,7.431427,2.383587,0.48214,0.975432,1.109849,0.966299,0.532894,0.920142,0.442767,0.757455,0.728516,0.675476,0.690977,0.60828,0.968121,0.908405,?
263,'2018/07/07 12:16:32:904',16,1.322338,0.681909,0.964129,0.604623,0.535158,0.41734,0.743573,0.819662,0.457786,0.673427,0.385365,0.635387,0.276955,0.280535,0.291448,0.415697,?
264,'2018/07/07 12:16:33:067',16,0.687515,0.530988,0.85737,0.739177,0.596244,0.395674,0.511733,0.53613,0.800463,0.514449,0.379092,0.34402,0.32269,0.250901,0.873892,0.575934,?
265,'2018/07/07 12:16:33:218',16,1.111782,0.744844,0.852845,0.922838,0.717491,0.692612,0.638357,0.495343,0.498736,0.553486,0.508493,0.338296,0.33988,0.374381,0.597821,0.548311,?
266,'2018/07/07 12:16:33:381',16,1.184643,0.709387,0.600927,0.752065,1.077944,0.78838,0.851719,0.656855,0.707494,0.555243,0.570134,0.439567,0.457377,0.320813,0.502742,0.355875,?
267,'2018/07/07 12:16:33:532',16,2.473152,1.40318,1.446241,1.130778,1.201852,1.806721,1.082343,0.999706,1.079405,0.517186,0.663001,0.498529,0.542673,0.420355,0.660382,0.820139,?
268,'2018/07/07 12:16:33:694',16,1.905512,1.828146,1.592853,0.815184,1.274645,0.557103,0.620934,0.598323,0.915772,0.490484,0.542624,1.002319,0.525541,0.334133,0.946786,1.210863,?
269,'2018/07/07 12:16:33:845',16,2.949554,1.018709,0.659991,0.933541,0.578751,0.976149,0.964129,0.820016,0.734994,0.476798,0.380354,0.60864,0.946556,0.31654,0.622111,0.325441,?
270,'2018/07/07 12:16:34:008',16,1.680195,1.336194,1.25983,1.277098,1.547694,1.127151,0.670603,0.615843,0.71651,0.329545,0.530732,0.675607,0.369398,0.404666,0.382684,0.545954,?
271,'2018/07/07 12:16:34:170',16,1.288866,0.984827,1.357906,0.932059,0.757399,0.49171,0.623129,0.682488,0.597515,0.351094,0.452634,0.418632,0.248122,0.338992,0.538227,0.498533,?
272,'2018/07/07 12:16:34:321',16,0.962353,1.185193,4.229718,1.90744,0.694718,0.981736,0.724619,0.594133,0.852505,1.333994,0.795259,0.57779,0.399356,0.623125,0.61586,0.674424,?
