@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute outputs-1 {0,1,2}

@data
273,'2018/07/07 12:16:34:472',16,23.057938,5.888269,4.095274,1.584096,1.25667,1.124745,0.855391,0.51397,0.772517,0.960863,0.292025,0.390998,0.530682,0.640452,1.147735,0.488546,?
274,'2018/07/07 12:16:34:623',16,1.06786,1.677667,3.139608,1.580948,0.912776,1.005927,0.815281,0.833264,1.302486,1.675422,0.946045,0.692257,0.556242,0.651891,0.410354,0.82488,?
275,'2018/07/07 12:16:34:774',16,23.927597,11.998581,0.502057,1.419657,1.758096,0.521006,0.84359,0.932573,0.662558,0.803797,0.733323,0.536732,0.430178,0.520401,0.950201,0.645488,?
276,'2018/07/07 12:16:34:925',16,0.703094,0.497069,0.682548,0.568402,0.525546,0.557331,0.49287,0.403893,0.272728,0.423656,0.479468,0.294957,0.369712,0.296827,0.479384,0.296235,?
277,'2018/07/07 12:16:35:099',16,1.049381,0.895331,0.710651,1.071413,0.913564,0.729706,0.858238,0.55502,0.653433,0.582769,0.53205,0.490297,0.461459,0.330525,0.537038,0.206041,?
278,'2018/07/07 12:16:35:238',16,1.280945,0.733942,1.033884,0.561298,0.482648,0.489721,0.475507,0.534525,0.50658,0.548706,0.594859,0.334486,0.393297,0.199196,0.361231,0.278002,?
279,'2018/07/07 12:16:35:401',16,0.792152,0.639065,0.826546,1.5636,1.102925,0.450251,0.785871,0.964981,0.489546,0.589781,0.433645,0.665969,0.289934,0.338393,0.491214,0.548842,?
280,'2018/07/07 12:16:35:563',16,2.250984,0.976918,1.77017,0.699926,0.949605,1.20364,0.697796,0.644422,0.760638,0.706507,0.405572,0.625392,0.274569,0.590444,0.591783,0.519412,?
281,'2018/07/07 12:16:35:714',16,1.558109,1.755125,1.3831,1.103402,0.648284,0.707974,0.363001,0.841482,0.55491,0.633609,0.498751,0.439873,0.275623,0.3162,0.447093,0.491301,?
282,'2018/07/07 12:16:35:865',16,1.40983,2.115588,0.777559,0.604936,0.963047,0.502671,0.848999,0.634913,0.633556,0.579262,0.405681,0.424993,0.675679,0.411284,0.502709,0.543793,?
283,'2018/07/07 12:16:36:004',16,0.864979,0.381315,0.49369,0.710286,0.695043,0.708489,0.654305,0.413698,0.462842,0.457024,0.419604,0.2459,0.44951,0.374335,0.509339,0.399628,?
284,'2018/07/07 12:16:36:167',16,1.297832,0.989868,1.802777,0.914224,0.559082,0.915522,0.74783,0.49885,1.603652,1.073614,1.039225,0.716585,0.747716,0.308753,0.382887,0.729905,?
285,'2018/07/07 12:16:36:318',16,1.933685,1.319728,0.682766,1.096063,1.584113,0.590159,1.076226,0.870898,0.669197,0.625461,0.63662,0.216506,0.512696,0.45283,0.565352,0.839624,?
286,'2018/07/07 12:16:36:469',16,0.545921,0.365704,0.338742,0.44101,0.399335,0.510769,0.307372,0.370065,0.306856,0.267753,0.391509,0.151621,0.245251,0.223098,0.238293,0.49603,?
287,'2018/07/07 12:16:36:608',16,0.531132,0.469087,0.52287,0.584921,0.391069,0.440408,0.303045,0.337604,0.314465,0.252314,0.379308,0.378166,0.375794,0.286602,0.264406,0.642317,?
288,'2018/07/07 12:16:36:759',16,0.685724,0.442572,0.426418,0.429059,0.553808,0.489513,0.488177,0.523003,0.641009,0.629498,0.49918,0.314435,0.331506,0.67553,0.769865,0.33699,?
289,'2018/07/07 12:16:36:922',16,2.577351,0.622369,0.7019,0.56531,1.132999,0.780406,0.620485,0.302107,0.348575,0.293278,0.280456,0.260481,0.399207,0.258604,0.340346,0.483261,?
290,'2018/07/07 12:16:37:072',16,0.61306,0.56132,0.307593,0.576069,0.436827,0.332903,0.600832,0.289503,0.37013,0.231548,0.311902,0.313607,0.274864,0.28407,0.314307,0.263337,?
291,'2018/07/07 12:16:37:236',16,0.541912,0.409313,0.433223,0.525118,0.575898,0.555686,0.391801,0.240924,0.270093,0.309213,0.604886,0.219107,0.311599,0.215363,0.302621,0.417514,?
292,'2018/07/07 12:16:37:386',16,0.695629,0.584915,0.447339,0.44917,0.479601,0.479945,0.672801,0.527303,0.290864,0.288437,0.324761,0.233776,0.273957,0.237373,0.379961,0.274925,?
293,'2018/07/07 12:16:37:548',16,0.84996,0.44505,0.539932,0.457659,0.430323,0.4557,0.423891,0.342548,0.209065,0.325876,0.177314,0.190482,0.173993,0.181415,0.2642,0.289842,?
294,'2018/07/07 12:16:37:688',16,0.710598,0.295845,0.454937,0.457225,0.437468,0.446472,0.347204,0.267596,0.326478,0.266296,0.306261,0.086989,0.255887,0.317654,0.157947,0.360609,?
295,'2018/07/07 12:16:37:852',16,0.666901,0.259326,0.283923,0.594648,0.284566,0.368945,0.46411,0.421406,0.631122,0.392798,0.254024,0.172677,0.660533,0.142418,0.280614,0.454063,?
296,'2018/07/07 12:16:38:001',16,0.525951,0.242952,0.466814,0.441201,0.44325,0.425927,0.362689,0.423899,0.189468,0.150871,0.333039,0.121419,0.14957,0.285196,0.177727,0.331266,?
297,'2018/07/07 12:16:38:164',16,0.670822,0.571588,0.322474,0.512513,0.651148,0.385742,0.646589,0.36251,0.399984,0.487349,0.355381,0.132841,0.386637,0.314805,0.291552,0.265915,?
298,'2018/07/07 12:16:38:327',16,0.808178,0.548182,0.327585,0.639793,0.496535,0.417037,0.765065,0.47687,0.349578,0.263115,0.398927,0.165837,0.340252,0.221751,0.325291,0.403339,?
299,'2018/07/07 12:16:38:478',16,0.726643,0.579666,0.419261,0.700852,0.674791,0.631791,0.617762,0.396554,0.572625,0.707765,0.525973,0.432403,0.363647,0.464852,0.640696,0.55733,?
300,'2018/07/07 12:16:38:640',16,1.423256,1.008308,0.871954,0.913757,0.990053,0.657556,0.766019,0.352802,0.419011,1.117753,0.659224,0.550876,0.64455,0.612679,0.983062,0.519063,?
301,'2018/07/07 12:16:38:791',16,0.383972,0.415339,4.689661,1.739964,1.255844,1.618692,1.023641,0.182505,0.182966,0.208347,0.562154,0.273891,0.311439,0.56096,1.57458,0.786629,?
302,'2018/07/07 12:16:38:942',16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
303,'2018/07/07 12:43:23:143',17,-0.849628,-1.474162,-1.408283,-0.231292,-0.158267,-0.393958,0.119865,0.03064,-0.000723,0.058318,-0.3688,-0.050713,-0.034454,-0.176623,-0.128633,-0.26691,?
304,'2018/07/07 12:43:23:396',17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
305,'2018/07/07 12:43:23:648',17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
306,'2018/07/07 12:43:23:902',17,-1.560925,-0.223251,-0.630463,-0.855754,0.476241,-0.051467,-0.785161,-0.018137,-0.002642,-0.505043,0.053535,-0.138557,0.351533,0.182579,0.062291,-0.050301,?
307,'2018/07/07 12:43:24:152',17,1.977293,-0.948745,-0.303163,0.48426,-0.747568,-0.055274,0.500139,0.140404,-0.013237,0.47909,-0.426293,0.375669,-0.246249,0.008207,0.286011,0.005518,?
308,'2018/07/07 12:43:24:407',17,0.12125,0.37684,-0.28243,-0.525129,0.052491,0.343293,0.572358,0.075779,-0.727367,-0.564897,-0.021485,0.340186,0.489171,-0.106703,-0.17371,-0.581571,?
309,'2018/07/07 12:43:24:658',17,-0.063517,0.128873,-0.243619,-0.282265,-0.210653,-0.416026,-0.157838,-0.225606,-0.016251,-0.038133,0.1046,0.301497,-0.279608,-0.169983,0.048878,-0.277514,?
310,'2018/07/07 12:43:24:912',17,-1.164902,-0.331448,-0.267237,0.070434,-0.156858,-0.806568,-0.069888,0.219935,0.827294,0.414078,-0.041712,-0.16244,-0.534757,0.002028,0.097682,0.296492,?
311,'2018/07/07 12:43:25:166',17,-0.012533,-0.686991,0.365864,1.164065,0.25632,0.297882,0.210589,-0.15233,-0.054059,0.177979,0.180472,0.031534,-0.041572,0.229484,0.187981,0.442257,?
312,'2018/07/07 12:43:25:421',17,0.405161,-1.18293,1.236584,0.704402,-0.151026,-0.492888,0.946503,0.127007,0.24764,-0.589682,-0.363996,-0.236259,0.295533,0.32611,0.686102,0.474681,?
313,'2018/07/07 12:43:25:676',17,-0.361523,-0.441323,-0.231114,0.430399,-0.087117,0.022269,1.034556,-0.035829,-0.656521,0.14675,0.331151,0.045598,0.17264,-0.156624,-0.12318,0.06892,?
314,'2018/07/07 12:43:25:929',17,0.247801,0.037745,0.707867,0.143084,0.151238,-0.065917,-0.387235,0.125481,-0.206084,0.198514,-0.145056,-0.001072,-0.296265,-0.125444,0.351112,0.349113,?
315,'2018/07/07 12:43:26:184',17,0.018574,0.376708,0.235677,-0.480526,-0.235792,0.3121,-0.055519,0.479248,0.618198,-0.276386,0.054218,0.159112,-0.189111,-0.259942,0.103544,0.144474,?
316,'2018/07/07 12:43:26:438',17,0.134132,0.756042,0.089007,-0.778096,-0.536725,-0.099558,0.077909,0.367874,0.736029,-0.016329,-0.028709,0.364761,-0.23733,-0.390444,-0.07169,0.03345,?
317,'2018/07/07 12:43:26:691',17,-0.02091,-0.712265,-0.374443,-1.14069,-1.091495,-0.244959,0.695702,-0.577654,-1.291771,-0.008485,-1.128437,-0.552226,-0.221626,0.548709,-0.013248,-0.507181,?
318,'2018/07/07 12:43:26:946',17,-0.272726,0.197853,-0.407482,0.217118,-0.128947,-0.708454,0.16527,-0.210232,-0.057343,-0.171283,-0.149695,-0.028159,0.15297,-0.181933,-0.03696,-0.080908,?
319,'2018/07/07 12:43:27:201',17,0.062542,-0.085623,-0.466984,0.170623,-0.076502,-0.627321,0.25967,-0.019712,-0.084767,-0.171091,-0.035928,-0.025344,-0.097098,-0.098902,0.047245,-0.032152,?
320,'2018/07/07 12:43:27:456',17,0.190285,-0.189398,0.185924,-0.177935,0.163656,-0.142846,0.117561,-0.091828,0.070303,-0.05643,0.050943,-0.051398,0.053039,-0.050663,0.040739,-0.022879,?
321,'2018/07/07 12:43:27:711',17,-1.341961,-1.278315,-0.461434,0.169861,0.092404,-0.121446,-0.182157,-0.118297,0.153559,0.033236,-0.132365,-0.202618,-0.410085,-0.144212,-0.207019,0.497221,?
322,'2018/07/07 12:43:27:964',17,-1.523769,-0.002903,-0.374858,-1.345784,-0.106322,-0.283503,0.184085,-0.338281,-1.276003,-0.748937,-0.683007,-0.400106,-0.198042,-0.147435,0.088552,-0.006553,?
323,'2018/07/07 12:43:28:214',17,-0.430136,-0.053678,0.396404,0.135695,-0.181459,-0.159217,0.103829,0.366175,0.111299,-0.159039,-0.277066,0.116642,0.352542,-0.082293,-0.124636,-0.335671,?
324,'2018/07/07 12:43:28:468',17,-0.320082,-0.048001,0.332255,0.076182,0.091618,-0.357891,-0.182238,0.053583,-0.015124,0.229035,-0.115087,0.155193,-0.331783,0.216098,-0.06182,0.049119,?
325,'2018/07/07 12:43:28:722',17,-0.056759,-1.034603,-0.336,0.730412,-1.039485,-0.374584,0.473416,-0.1221,0.319242,-0.01245,-0.463333,0.015877,0.481332,-0.134067,-0.151555,-0.17569,?
326,'2018/07/07 12:43:28:977',17,-0.015038,-0.017341,-0.195884,0.33267,-0.051327,-0.279023,0.402393,-0.233515,-0.128165,0.074331,0.032241,0.0574,-0.186909,0.04073,0.02807,-0.046205,?
327,'2018/07/07 12:43:29:229',17,0.222799,-0.063523,-0.448086,-0.041263,0.135427,0.013079,-0.082476,-0.265626,0.200232,0.212566,-0.249416,-0.005369,0.074711,-0.183705,0.161373,-0.092474,?
328,'2018/07/07 12:43:29:485',17,0.172804,-0.440437,-0.274828,0.332259,-0.471717,-0.351544,0.386415,-0.124047,-0.281029,-0.026297,0.139277,-0.03234,-0.080202,0.075238,0.033123,-0.045557,?
329,'2018/07/07 12:43:29:738',17,0.393354,0.089067,-0.008692,-0.075882,0.176273,0.080673,-0.060549,0.008594,-0.019631,0.377438,-0.247533,0.03344,0.125442,-0.273577,0.170811,0.067832,?
330,'2018/07/07 12:43:29:993',17,-0.595852,0.353924,-0.071877,-0.373311,0.289189,-0.069001,-0.213931,-0.093303,0.304307,-0.016817,-0.236051,0.080846,0.158938,-0.09583,-0.039732,0.060247,?
331,'2018/07/07 12:43:30:248',17,-0.235331,-0.047635,-0.13577,0.049298,-0.272785,0.123129,0.527963,0.051454,-0.048852,-0.505476,-0.26199,-0.13981,0.137487,0.19056,-0.160594,-0.281247,?
332,'2018/07/07 12:43:30:501',17,-1.359503,-0.588216,0.943511,-0.270062,-0.655485,-0.186157,-0.171455,0.402741,-0.100562,0.181862,0.098454,0.200348,0.219596,0.073747,-0.052679,-0.113265,?
333,'2018/07/07 12:43:51:579',18,0.047755,-0.047525,0.046838,-0.045699,0.04412,-0.042116,0.039707,-0.036915,0.033768,-0.030296,0.026531,-0.022512,0.018275,-0.013863,0.009316,-0.004681,?
334,'2018/07/07 12:43:51:834',18,-1.151433,-0.626037,0.531065,0.909702,0.519556,-0.024945,-0.678871,-0.312815,-0.009261,0.749199,0.208115,-0.587732,0.041352,0.35934,0.311933,0.42943,?
335,'2018/07/07 12:43:52:088',18,0.534327,-0.143857,-0.19692,-0.301582,-0.807127,-0.556363,-0.080921,-0.120385,-0.429782,-0.235041,0.468838,0.657471,0.827919,0.31726,-0.335572,-0.085896,?
336,'2018/07/07 12:43:52:342',18,-0.345608,-0.209231,-0.209507,-0.185051,0.962514,0.459499,-0.324875,-1.009263,-0.529668,0.466864,0.500251,-0.077003,-0.830293,-0.294659,0.246053,0.091994,?
337,'2018/07/07 12:43:52:595',18,-0.562302,0.127489,-0.58867,-0.472837,-0.900122,0.177385,0.532316,-0.981391,-1.349086,-0.134857,0.88761,-0.265287,-0.198203,0.80802,0.505571,-0.152994,?
338,'2018/07/07 12:43:52:846',18,-1.851799,-0.930635,0.3139,0.718246,-0.175143,0.107322,-0.108526,-0.31597,-0.306151,0.523526,-0.203843,-0.375244,-0.574793,-0.022167,0.136394,-0.099648,?
339,'2018/07/07 12:43:53:100',18,-1.028095,-1.510232,-1.063648,-0.064989,-0.617377,-0.07994,0.700603,0.187861,-0.212154,0.493978,-0.142813,0.160449,0.26709,-0.369326,-0.487682,-0.407641,?
340,'2018/07/07 12:43:53:355',18,0.306395,-0.408236,0.390614,0.994991,0.158456,0.064007,0.326909,-0.03594,0.227083,-0.250322,-0.716273,-0.336787,0.274681,0.439064,0.354855,0.272736,?
341,'2018/07/07 12:43:53:608',18,-1.760878,-0.140507,0.121953,-0.521632,0.1186,-0.332835,-0.416937,-0.309493,-0.824739,-0.536151,0.427818,0.572712,0.487651,-0.092631,-0.411276,-0.33524,?
342,'2018/07/07 12:43:53:864',18,1.684052,0.591732,-0.715523,-0.966509,0.294828,0.93815,0.180074,-0.40543,-0.56093,0.163756,0.240594,-0.181509,0.060033,0.156317,-0.199491,0.149795,?
343,'2018/07/07 12:43:54:115',18,-1.863001,-1.123978,-0.523258,-0.144617,0.415186,1.075809,0.815913,-0.172308,-0.679734,0.058661,0.288194,0.535626,0.15111,0.470552,0.573066,-0.462939,?
344,'2018/07/07 12:43:54:370',18,-1.370766,-0.483231,0.424456,-0.259676,0.089814,-0.714753,-0.77252,0.094203,0.714194,0.216861,0.031856,-0.218823,-0.035131,0.371072,0.041273,0.039541,?
345,'2018/07/07 12:43:54:624',18,-0.803415,-0.555436,-1.23817,-0.964312,0.259887,0.516562,0.842506,0.503191,0.111786,-0.06185,0.436224,-0.093095,-0.27842,-0.274269,-0.303896,-0.304432,?
346,'2018/07/07 12:43:54:879',18,-0.058426,0.126616,-0.55041,-0.767533,-0.275614,-0.04464,0.542496,0.22777,-0.154158,0.458502,0.662042,0.403068,-0.217633,-0.4508,-0.222116,-0.217517,?
347,'2018/07/07 12:43:55:131',18,0.571842,-0.186363,0.446609,-0.438355,-0.076269,0.297869,-0.530468,-1.128644,-0.173045,0.366374,-0.176166,0.359765,0.379011,-0.507409,-0.281578,-0.280878,?
348,'2018/07/07 12:43:55:384',18,0.544903,-0.128189,-0.368892,-1.050645,-1.080617,-0.908177,-0.572537,-1.262905,-0.585296,-0.30026,-0.337002,-0.686815,-0.643543,-0.246653,-0.226795,-0.021657,?
349,'2018/07/07 12:43:55:638',18,-0.32004,-0.209173,0.274986,0.284661,0.343262,1.039552,0.756207,0.35949,0.382339,0.296731,0.291556,0.682186,-0.055671,-0.017988,0.47172,0.431629,?
350,'2018/07/07 12:43:55:892',18,0.892714,0.639637,-0.770589,-0.184615,0.007344,0.324448,0.205025,-0.078935,-0.548486,0.150461,0.289875,-0.020569,0.420855,0.588281,-0.093335,-0.23815,?
351,'2018/07/07 12:43:56:147',18,-0.073828,0.339939,-0.494268,0.163184,-0.437518,-1.074329,-0.197797,0.129172,-0.219989,-0.166245,0.154155,-0.292112,-0.304615,0.113266,-0.179574,-0.773935,?
352,'2018/07/07 12:43:56:398',18,-0.30835,0.203304,0.051031,-0.272199,0.258832,-0.015755,-0.197742,0.163941,0.019993,-0.098805,0.019597,0.041786,0.013661,-0.079424,0.0564,-0.00495,?
353,'2018/07/07 12:43:56:653',18,-0.270401,0.015033,0.315578,1.017407,0.505227,-1.515238,-0.826537,0.026248,0.189731,1.156233,0.425557,-0.071958,-0.095765,-0.046255,0.36854,-0.033517,?
354,'2018/07/07 12:43:56:907',18,0.311255,0.133527,-0.814052,-0.450465,-0.737632,-0.78101,-0.100819,0.208184,0.713257,0.369172,-0.302821,-0.147506,0.229313,0.105932,0.028494,-0.145115,?
355,'2018/07/07 12:43:57:162',18,-1.069904,-0.777268,-0.042785,-0.749266,-0.826852,-0.274778,-0.334165,0.130873,-0.07423,0.094261,0.203908,0.548897,0.025832,-0.304399,0.149799,-0.066637,?
356,'2018/07/07 12:43:57:414',18,0.989435,0.490346,0.236678,0.04673,-0.911079,-1.217098,-0.885047,-0.008001,0.089981,0.233812,-0.889874,-0.785729,-0.516045,-0.13635,0.387088,0.371145,?
357,'2018/07/07 12:43:57:667',18,0.195513,0.057865,-0.374025,-0.286198,-0.676439,-0.298007,-0.329823,-0.685857,-0.362851,0.047193,-0.811665,-0.735218,-0.176923,0.482047,0.34436,-0.22506,?
358,'2018/07/07 12:43:57:922',18,2.369465,1.885887,0.529669,-0.489656,-0.059731,0.205513,-0.02341,0.013887,-0.333059,0.031169,0.796677,-0.289518,0.179525,0.464958,-0.206669,-0.278259,?
359,'2018/07/07 12:43:58:176',18,0.012047,-0.108047,0.251675,0.159279,0.47549,0.478043,0.602943,0.103455,-0.32023,-0.225477,0.632792,0.497293,-0.414162,-0.692616,0.103171,0.294269,?
360,'2018/07/07 12:43:58:430',18,0.006668,-0.004931,-0.000113,0.007992,-0.017956,0.029051,-0.040201,0.050299,-0.058306,0.06334,-0.064759,0.062211,-0.055672,0.045447,-0.03215,0.01665,?
361,'2018/07/07 12:43:58:685',18,-0.364784,0.151706,0.096605,-0.126473,0.157308,1.144226,1.16262,0.217567,-0.147688,-0.294334,0.196361,1.027688,0.04269,-0.357492,0.703525,1.262483,?
362,'2018/07/07 12:43:58:940',18,4.373545,-1.262341,-0.575379,-1.459654,0.761219,0.444994,-2.254263,-0.080982,0.297829,0.209592,-1.415452,-0.211741,0.425059,0.602842,0.095108,0.441036,?
363,'2018/07/07 12:51:59:375',19,3.812805,1.979562,2.189977,0.871938,1.399828,1.292869,2.244386,1.802641,1.30801,1.025785,1.454732,1.476238,1.538507,0.480479,0.85406,0.763918,1
364,'2018/07/07 12:51:59:664',19,2.937432,1.348081,1.465191,2.247785,1.599366,1.568867,1.870834,1.120704,1.076781,0.721187,0.811325,1.084879,1.086102,0.788981,1.043934,0.769077,1
365,'2018/07/07 12:51:59:885',19,1.806196,1.565493,1.691453,1.391686,1.541181,1.991834,1.205081,1.227083,1.338014,1.068999,0.705306,0.795244,0.877738,0.818997,1.031046,0.794551,1
366,'2018/07/07 12:52:00:141',19,3.225931,1.444649,1.419201,0.927598,1.197884,0.981835,0.962145,1.810225,1.688039,1.0381,0.621357,1.457939,1.240073,0.643143,0.683548,0.563612,1
367,'2018/07/07 12:52:00:396',19,1.860592,1.461296,1.696739,1.235385,1.463108,1.40461,1.742543,1.229885,1.166867,0.888599,1.003763,1.222804,0.951608,0.599006,0.696151,0.799973,1
368,'2018/07/07 12:52:00:639',19,1.905035,1.388543,1.283391,1.389565,1.415199,0.891915,0.89751,0.616537,1.097983,1.144887,0.533322,1.211574,1.294792,0.803714,0.872959,1.247707,1
369,'2018/07/07 12:52:00:895',19,2.676365,1.847786,1.700069,0.996317,1.002344,0.816369,0.793677,1.291187,0.658026,0.733747,1.400342,0.79927,0.602115,0.443414,0.892336,0.743105,1
370,'2018/07/07 12:52:01:128',19,1.790911,1.218304,1.120348,1.60103,1.03883,1.355051,1.244451,0.921659,0.973232,1.050028,0.616666,1.286945,0.831227,0.728046,0.537183,0.890673,1
371,'2018/07/07 12:52:01:406',19,2.821703,1.078117,1.450605,1.167228,1.378456,1.114691,1.34779,1.5819,1.273194,1.531017,0.968809,0.632203,0.685787,0.721835,0.952839,0.602784,1
372,'2018/07/07 12:52:01:662',19,1.825647,0.680386,1.484781,1.575107,1.341105,1.393458,0.767353,1.618523,1.585566,0.84838,0.714795,0.505482,0.733,0.386026,0.92356,0.659068,1
373,'2018/07/07 12:52:01:917',19,1.819933,1.436329,2.610829,1.224879,1.049321,1.447347,1.546264,1.070882,1.165357,1.050908,0.952568,0.900598,0.693978,0.662276,1.074123,0.909437,1
374,'2018/07/07 12:52:02:184',19,1.618227,1.356486,1.853945,1.210538,1.402032,1.292518,1.428194,0.835748,1.323262,1.617648,1.359092,0.741307,0.981122,0.514512,0.798332,0.790049,1
375,'2018/07/07 12:52:02:428',19,1.594725,1.14547,1.501879,2.267943,1.585822,0.959829,1.32973,0.934841,1.586324,1.429656,1.078648,1.023821,0.772609,0.568476,0.523586,0.77213,1
376,'2018/07/07 12:52:02:695',19,1.790691,0.845526,1.497089,1.353878,1.482751,1.133302,1.833821,0.598803,0.761711,0.479362,0.843441,0.975248,0.809189,0.763422,0.963749,0.507014,1
377,'2018/07/07 12:52:02:939',19,3.061611,1.638552,1.936566,0.984278,0.781057,1.363227,1.272208,0.89877,0.884682,0.59563,0.710843,0.688056,0.792269,0.58488,0.867554,1.148835,1
378,'2018/07/07 12:52:03:206',19,2.95138,1.785313,1.141223,1.408046,1.169069,1.020066,1.430163,1.496094,2.063274,1.135368,0.954614,1.402005,0.875383,0.910865,0.823198,0.891538,1
379,'2018/07/07 12:52:03:448',19,1.702824,0.866602,1.087763,1.540068,1.028133,1.121377,1.625502,0.946729,0.761066,1.34848,0.541677,0.673565,0.58147,0.900865,0.640728,0.757247,1
380,'2018/07/07 12:52:03:705',19,2.302061,0.931399,1.882134,1.338807,0.838613,2.053479,1.520475,1.42889,1.121103,1.003296,1.122912,0.676806,0.979429,0.672862,0.875479,1.002601,1
381,'2018/07/07 12:52:03:995',19,2.733858,1.219792,1.687119,2.621396,1.641486,1.14239,1.174104,1.289162,2.209851,0.899144,0.808085,1.088909,0.918551,0.50595,0.708267,0.724605,1
382,'2018/07/07 12:52:04:239',19,2.938951,2.079555,1.097966,1.470158,1.585058,1.289038,2.212683,0.945076,1.318365,1.047747,1.274594,0.673427,0.571418,0.779863,0.818398,0.97195,1
383,'2018/07/07 12:52:04:506',19,3.074776,1.683888,1.367983,1.905468,1.202919,1.773992,1.760925,1.039983,2.063269,1.867051,1.606357,0.954157,0.669294,1.124779,0.874452,0.570802,1
384,'2018/07/07 12:52:04:785',19,2.03484,1.200006,1.758836,1.81655,2.466475,2.278517,1.332041,1.185346,1.271827,0.735069,1.231432,0.578846,0.651452,0.707172,1.173858,0.736514,1
385,'2018/07/07 12:52:05:063',19,2.365982,1.226817,1.303822,2.184315,1.558148,1.674036,1.161681,2.011698,1.678791,1.331626,1.195024,1.213881,0.97396,1.129953,1.158225,0.951236,1
386,'2018/07/07 12:52:05:307',19,2.50379,1.150297,0.899609,1.788917,1.2097,1.212348,1.380631,0.779503,1.322752,0.92119,1.084905,0.692096,0.749023,0.606866,1.000236,0.587663,1
387,'2018/07/07 12:52:05:551',19,1.274782,1.084178,1.266177,1.699555,1.2145,1.100614,0.991037,1.215746,1.318372,1.171633,0.683379,1.14805,1.031051,0.921619,0.484462,0.681281,1
388,'2018/07/07 12:52:05:783',19,2.895784,2.134081,1.936396,1.60743,1.846907,2.11832,1.24942,1.167422,0.919014,0.729108,0.909554,0.827927,0.719044,1.274731,0.84294,0.868449,1
389,'2018/07/07 12:52:06:050',19,1.59045,2.107336,1.50904,1.491821,1.467865,2.126117,0.859471,1.248945,1.023199,1.192173,0.974702,1.73402,0.820783,1.033133,0.499247,0.736192,1
390,'2018/07/07 12:52:06:306',19,1.846346,1.036189,2.103853,1.884641,1.185983,2.632198,1.213166,1.340856,1.178897,1.409499,0.974949,1.034873,1.181915,1.025774,0.768526,0.455793,1
391,'2018/07/07 12:52:06:549',19,6.220835,1.577534,1.657706,2.623727,1.806604,1.80588,1.554437,1.162064,1.789648,1.305209,0.744093,1.042601,0.767558,1.097951,1.230834,1.279272,1
392,'2018/07/07 12:52:06:816',19,15.779938,4.506118,3.581424,2.914914,1.957357,1.558878,2.417667,1.708557,0.887616,1.259314,1.242798,1.067365,0.814613,0.951411,0.876525,0.720143,1
393,'2018/07/07 12:52:30:641',20,15.015419,4.668571,4.872647,3.007439,1.871155,1.660494,1.286168,0.705008,1.226964,0.688246,1.056748,1.009075,0.887726,0.683849,0.660184,0.530185,2
394,'2018/07/07 12:52:30:884',20,34.880341,13.269769,0.874132,2.221429,0.970167,1.118246,0.709817,1.2952,1.560011,0.771723,0.374364,0.832735,0.501123,0.268715,0.746772,0.467646,2
395,'2018/07/07 12:52:31:104',20,2.23983,1.246344,0.80529,0.779784,0.84368,0.80429,1.072085,0.469776,0.797211,0.557382,0.416145,0.420394,0.51586,0.715785,0.228544,0.289464,2
396,'2018/07/07 12:52:31:360',20,3.197557,0.793215,0.888884,1.465328,1.324588,0.889623,0.971958,0.651044,0.670914,0.725069,0.762214,0.652012,0.545395,0.537745,0.481694,0.641033,2
397,'2018/07/07 12:52:31:627',20,1.238544,1.607627,1.008992,1.157285,1.277009,0.66492,0.620726,0.816351,0.767388,0.694903,0.731493,0.693736,0.663523,0.51198,0.357224,0.619561,2
398,'2018/07/07 12:52:31:882',20,12.173409,0.833563,0.827394,1.003845,1.107054,0.965113,0.872107,0.890304,0.480573,1.036244,0.899287,0.637933,0.408373,0.46519,0.462916,0.471373,2
399,'2018/07/07 12:52:32:126',20,0.71891,0.9653,1.173635,0.807076,1.004222,0.733392,0.614808,0.457066,0.986962,0.526254,0.47025,0.339415,0.315421,0.381714,0.392339,0.481489,2
400,'2018/07/07 12:52:32:385',20,1.397371,0.685572,1.005256,1.047387,1.085143,0.778054,0.901047,0.673795,0.725565,0.897139,0.577883,0.474691,0.32949,0.575363,0.510896,0.516115,2
401,'2018/07/07 12:52:32:649',20,4.752562,2.23899,2.752306,1.570953,2.396111,3.2491,1.247669,1.06907,0.8425,0.755699,0.613688,1.217479,0.90756,0.346093,1.011655,0.528006,2
402,'2018/07/07 12:52:32:892',20,4.240015,1.497121,1.778171,1.437978,0.715556,1.022928,0.913602,0.834531,1.257762,0.919545,0.621253,0.386686,0.696049,0.456704,0.391319,0.25403,2
